latitude,longitude,brightness,confidence,acq_date,acq_time,frp,land_cover,vegetation_index,distance_to_industry_km,location_key,persistence_count,land_cover_code,source_class,classification_confidence,confidence_percent,risk_score,nearest_industry,industry_type
19.75608,75.69413,396.34,96,2026-01-03,2176,105.35,agriculture,0.676,0.0567838506977855,19.76_75.69,4,3,Agricultural Burning,1.0,100.0,84.68,Aurangabad Industrial Site 0236,Textile Industry
23.63924,87.14507,375.55,93,2026-04-11,2142,66.88,agriculture,0.278,0.0078488852704831,23.64_87.15,1,3,Agricultural Burning,0.8,80.0,64.45,Durgapur Industrial Site 0176,Textile Industry
21.36609,85.05026,332.51,80,2026-06-15,1910,22.2,forest,0.71,111.28661726614956,21.37_85.05,2,2,Wildfire,0.6,60.0,33.8,Bhubaneswar Industrial Site 0213,Cement Plant
12.93609,77.71486,374.51,92,2026-05-29,1476,34.42,agriculture,0.676,0.0740462355551462,12.94_77.71,1,3,Agricultural Burning,0.8,80.0,40.25,Bengaluru Industrial Site 0245,Chemical Plant
27.00757,81.06952,345.97,74,2026-09-06,142,15.18,built_up,0.023,7.960015171668773,27.01_81.07,1,1,Other Thermal Source,0.35,35.0,26.16,Lucknow Industrial Site 0538,Thermal Power Plant
20.06499,73.78375,331.25,86,2026-01-15,571,6.2,agriculture,0.676,9.546103255255035,20.06_73.78,2,3,Other Thermal Source,0.35,35.0,31.0,Nashik Industrial Site 1003,Cement Plant
29.49796,78.41934,332.0,82,2026-01-12,2339,3.32,built_up,0.023,108.3855288937496,29.5_78.42,5,1,Other Thermal Source,0.55,55.0,32.38,Delhi Industrial Site 0097,Paper Mill
16.83061,80.81408,328.48,76,2026-02-05,1407,13.38,agriculture,0.676,21.159690070244544,16.83_80.81,1,3,Agricultural Burning,0.35,35.0,20.43,Vijayawada Industrial Site 0887,Paper Mill
31.02025,76.00119,407.41,98,2026-08-16,1633,118.52,built_up,0.023,0.0154605109890709,31.02_76.0,1,1,Other Thermal Source,0.8,80.0,76.45,Ludhiana Industrial Site 0075,Chemical Plant
32.24416,76.31816,321.82,87,2026-01-29,358,20.9,built_up,0.023,82.60950580828155,32.24_76.32,2,1,Other Thermal Source,0.6,60.0,35.5,Jalandhar Industrial Site 0142,Steel Plant
28.26225,77.41001,378.87,93,2026-05-27,1042,41.96,built_up,0.023,0.086016047921411,28.26_77.41,2,1,Other Thermal Source,0.8,80.0,53.57,Faridabad Industrial Site 0134,Refinery
18.50579,73.79793,378.3,91,2026-09-10,1955,63.4,agriculture,0.676,0.0814622035053206,18.51_73.8,2,3,Agricultural Burning,0.8,80.0,60.22,Pune Industrial Site 0152,Steel Plant
22.85772,72.42022,383.73,91,2026-05-29,934,38.64,agriculture,0.676,5.486419200179478,22.86_72.42,1,3,Agricultural Burning,0.6,60.0,36.71,Ahmedabad Industrial Site 0823,Cement Plant
22.64686,88.38205,389.95,96,2026-08-17,2018,49.2,agriculture,0.278,0.0742456422970164,22.65_88.38,3,3,Agricultural Burning,1.0,100.0,62.9,Kolkata Industrial Site 0099,Manufacturing Unit
22.8971,88.35598,397.48,98,2026-07-06,1030,94.42,agriculture,0.278,0.0114281494562544,22.9_88.36,3,3,Agricultural Burning,1.0,100.0,89.58,Kolkata Industrial Site 0051,Power Plant
28.06907,73.34701,395.28,91,2026-02-24,348,88.6,built_up,0.023,0.0312578838054807,28.07_73.35,2,1,Other Thermal Source,0.8,80.0,78.99,Bikaner Industrial Site 0029,Manufacturing Unit
27.7974,77.76043,323.65,89,2026-05-24,2124,15.75,built_up,0.023,36.63658024577728,27.8_77.76,1,1,Other Thermal Source,0.5,50.0,21.88,Agra Industrial Site 0090,Industrial Estate
23.91591,71.6612,342.77,85,2026-03-22,1485,22.73,agriculture,0.676,94.5646485959652,23.92_71.66,1,3,Agricultural Burning,0.6,60.0,23.57,Ahmedabad Industrial Site 0583,Cement Plant
11.07007,75.24827,343.02,92,2026-03-08,2005,15.76,agriculture,0.676,136.81743805668364,11.07_75.25,1,3,Agricultural Burning,0.5,50.0,17.89,Kochi Industrial Site 0073,Cement Plant
22.19898,70.8141,369.07,98,2026-06-08,1498,64.7,agriculture,0.676,3.4548159332298147,22.2_70.81,1,3,Agricultural Burning,0.8,80.0,46.3,Rajkot Industrial Site 0018,Thermal Power Plant
31.14818,75.51017,397.34,93,2026-02-16,1745,31.79,built_up,0.023,0.0864660788986222,31.15_75.51,2,1,Other Thermal Source,0.8,80.0,50.01,Jalandhar Industrial Site 0238,Thermal Power Plant
30.55423,75.65726,305.36,70,2026-06-11,1593,2.68,built_up,0.023,23.40949615441226,30.55_75.66,1,1,Other Thermal Source,0.2,20.0,13.26,Ludhiana Industrial Site 0507,Paper Mill
25.32737,84.99529,321.13,36,2026-01-21,2236,3.03,forest,0.71,14.00964279376609,25.33_85.0,1,2,Other Thermal Source,0.0,0.0,14.74,Patna Industrial Site 0972,Steel Plant
22.24206,70.8241,398.81,92,2026-04-27,2017,109.74,agriculture,0.676,0.0624072760180224,22.24_70.82,1,3,Agricultural Burning,0.8,80.0,63.84,Rajkot Industrial Site 0162,Steel Plant
20.32303,85.62816,381.99,98,2026-05-04,1382,95.09,agriculture,0.607,0.0627910821686056,20.32_85.63,2,3,Agricultural Burning,0.8,80.0,71.97,Bhubaneswar Industrial Site 0069,Manufacturing Unit
28.88712,77.06366,362.21,86,2026-02-01,1249,52.64,built_up,0.023,14.142442350909226,28.89_77.06,1,1,Other Thermal Source,0.6,60.0,36.2,Delhi Industrial Site 0721,Power Plant
21.03182,72.50209,404.29,98,2026-05-08,601,61.96,agriculture,0.676,0.0829014704334891,21.03_72.5,2,3,Agricultural Burning,0.8,80.0,59.71,Surat Industrial Site 0016,Textile Industry
13.79696,78.48913,320.32,83,2026-04-07,1561,16.3,agriculture,0.676,101.33455237162934,13.8_78.49,2,3,Agricultural Burning,0.5,50.0,31.74,Bengaluru Industrial Site 0053,Cement Plant
25.48068,76.18184,343.37,67,2026-04-27,2245,1.19,industrial,0.012,13.560071525154116,25.48_76.18,1,0,Other Thermal Source,0.2,20.0,14.12,Kota Industrial Site 0521,Power Plant
18.80494,72.69121,391.37,91,2026-07-26,2318,115.59,agriculture,0.676,0.0502573875167197,18.8_72.69,1,3,Agricultural Burning,0.8,80.0,67.86,Mumbai Industrial Site 0098,Thermal Power Plant
26.38097,80.38785,376.15,94,2026-03-01,1784,42.53,built_up,0.023,0.0722268052728724,26.38_80.39,3,1,Other Thermal Source,1.0,100.0,61.55,Kanpur Industrial Site 0059,Manufacturing Unit
23.75397,87.24408,393.56,94,2026-01-06,2107,63.96,agriculture,0.278,0.0576345521370266,23.75_87.24,2,3,Agricultural Burning,0.8,80.0,64.8,Durgapur Industrial Site 0320,Industrial Estate
27.90712,73.13912,406.6,92,2026-06-09,2056,96.28,built_up,0.023,0.0317855627602617,27.91_73.14,3,1,Other Thermal Source,1.0,100.0,86.57,Bikaner Industrial Site 0077,Paper Mill
21.44321,79.24347,379.69,90,2026-02-10,2294,53.05,agriculture,0.676,2.1544616764282942,21.44_79.24,1,3,Agricultural Burning,0.8,80.0,43.82,Nagpur Industrial Site 1071,Power Plant
13.12208,77.87379,374.29,92,2026-02-10,1792,97.18,agriculture,0.676,0.0468441042182779,13.12_77.87,3,3,Agricultural Burning,1.0,100.0,83.04,Bengaluru Industrial Site 0053,Cement Plant
21.93998,76.53401,327.08,93,2026-05-18,1439,5.52,agriculture,0.676,86.95048219604547,21.94_76.53,1,3,Other Thermal Source,0.35,35.0,13.32,Indore Industrial Site 0494,Refinery
31.1031,75.53032,330.98,41,2026-02-26,2283,15.1,built_up,0.023,5.446356024619049,31.1_75.53,1,1,Other Thermal Source,0.15,15.0,27.78,Jalandhar Industrial Site 0238,Thermal Power Plant
27.0461,78.06794,380.15,94,2026-05-11,944,44.48,built_up,0.023,0.0565664538411974,27.05_78.07,1,1,Other Thermal Source,0.8,80.0,47.45,Agra Industrial Site 0330,Industrial Estate
21.00486,79.24424,393.08,91,2026-07-16,2229,58.27,agriculture,0.676,0.0078488852720447,21.0_79.24,1,3,Agricultural Burning,0.8,80.0,61.58,Nagpur Industrial Site 0015,Chemical Plant
22.30115,73.20007,315.05,58,2026-07-17,2010,14.07,agriculture,0.676,2.425109953795317,22.3_73.2,1,3,Agricultural Burning,0.55,55.0,29.35,Vadodara Industrial Site 0113,Cement Plant
12.95595,77.66691,380.42,95,2026-06-25,2267,98.56,agriculture,0.676,0.0448967214838451,12.96_77.67,2,3,Agricultural Burning,0.8,80.0,77.71,Bengaluru Industrial Site 0149,Manufacturing Unit
22.3658,73.14718,402.53,93,2026-02-17,1165,49.93,agriculture,0.676,0.0363599133666145,22.37_73.15,4,3,Agricultural Burning,1.0,100.0,75.5,Vadodara Industrial Site 0161,Power Plant
25.41038,76.00375,351.28,94,2026-01-01,15,49.05,industrial,0.012,6.31371005267043,25.41_76.0,1,0,Other Thermal Source,0.6,60.0,39.02,Kota Industrial Site 0953,Cement Plant
23.00701,86.28411,385.99,97,2026-03-04,733,38.74,agriculture,0.278,0.0418868762265012,23.01_86.28,2,3,Agricultural Burning,0.8,80.0,61.59,Jamshedpur Industrial Site 0116,Textile Industry
26.2183,73.17466,311.62,51,2026-09-08,1401,12.26,built_up,0.023,13.211917625253957,26.22_73.17,1,1,Other Thermal Source,0.35,35.0,21.07,Jodhpur Industrial Site 1038,Thermal Power Plant
16.3058,80.84345,368.25,89,2026-02-21,793,39.3,agriculture,0.676,3.269040457152265,16.31_80.84,1,3,Agricultural Burning,0.8,80.0,38.93,Vijayawada Industrial Site 0503,Cement Plant
28.26423,77.1691,380.13,94,2026-02-24,1570,78.89,built_up,0.023,0.0784574508888649,28.26_77.17,2,1,Other Thermal Source,0.8,80.0,64.78,Faridabad Industrial Site 0326,Textile Industry
22.77336,86.01176,388.13,99,2026-01-17,1025,31.23,agriculture,0.278,9.826870372672298,22.77_86.01,1,3,Agricultural Burning,0.6,60.0,31.3,Jamshedpur Industrial Site 1172,Steel Plant
22.90981,75.65517,380.62,96,2026-08-12,252,95.28,agriculture,0.676,0.0135037328167508,22.91_75.66,4,3,Agricultural Burning,1.0,100.0,92.35,Indore Industrial Site 0206,Textile Industry
10.88604,76.93905,373.67,95,2026-04-29,2081,88.49,agriculture,0.676,0.0306207135778042,10.89_76.94,3,3,Agricultural Burning,1.0,100.0,85.24,Coimbatore Industrial Site 0360,Industrial Estate
12.87778,77.55714,385.71,97,2026-07-08,2381,49.81,agriculture,0.676,0.0700092408186177,12.88_77.56,3,3,Agricultural Burning,1.0,100.0,64.08,Bengaluru Industrial Site 0005,Chemical Plant
25.66607,85.25776,395.56,91,2026-02-18,120,82.17,agriculture,0.6,0.0145997705460991,25.67_85.26,2,3,Agricultural Burning,0.8,80.0,79.84,Patna Industrial Site 0252,Steel Plant
11.36705,76.50676,389.44,98,2026-03-13,50,112.18,agriculture,0.676,0.0557326125350571,11.37_76.51,3,3,Agricultural Burning,1.0,100.0,83.94,Coimbatore Industrial Site 0264,Refinery
26.40119,72.8169,393.49,93,2026-02-11,276,42.43,built_up,0.023,0.0741958408530043,26.4_72.82,2,1,Other Thermal Source,0.8,80.0,54.78,Jodhpur Industrial Site 0030,Industrial Estate
23.08244,77.49084,365.45,97,2026-02-13,1875,62.4,agriculture,0.676,2.9214814112200758,23.08_77.49,1,3,Agricultural Burning,0.8,80.0,46.23,Bhopal Industrial Site 0877,Paper Mill
17.58884,78.47594,407.6,91,2026-05-31,892,44.79,agriculture,0.676,0.0346952691302058,17.59_78.48,2,3,Agricultural Burning,0.8,80.0,65.48,Hyderabad Industrial Site 0198,Thermal Power Plant
21.06906,79.29289,312.37,43,2026-09-06,2260,6.2,agriculture,0.676,8.024657080056743,21.07_79.29,1,3,Other Thermal Source,0.0,0.0,20.03,Nagpur Industrial Site 0783,Cement Plant
22.1119,72.88402,382.47,99,2026-09-19,411,66.48,agriculture,0.676,0.00647235660398,22.11_72.88,1,3,Agricultural Burning,0.8,80.0,64.55,Vadodara Industrial Site 0209,Manufacturing Unit
17.95262,83.10073,337.71,51,2026-01-03,893,17.74,agriculture,0.676,15.460195757392556,17.95_83.1,1,3,Agricultural Burning,0.35,35.0,24.6,Visakhapatnam Industrial Site 0502,Steel Plant
23.41147,85.50764,359.35,88,2026-05-21,1421,26.55,agriculture,0.607,11.706085260734676,23.41_85.51,1,3,Agricultural Burning,0.6,60.0,29.18,Ranchi Industrial Site 0307,Paper Mill
20.1158,73.90081,383.83,94,2026-03-25,83,32.54,agriculture,0.676,0.0268473183027254,20.12_73.9,1,3,Agricultural Burning,0.8,80.0,51.07,Nashik Industrial Site 0331,Power Plant
25.6658,85.25824,405.78,99,2026-06-09,2193,91.88,agriculture,0.6,0.0710746790356469,25.67_85.26,2,3,Agricultural Burning,0.8,80.0,69.6,Patna Industrial Site 0252,Steel Plant
11.88992,78.43601,327.28,80,2026-01-01,981,17.56,agriculture,0.676,133.6829911750404,11.89_78.44,1,3,Agricultural Burning,0.5,50.0,19.09,Bengaluru Industrial Site 0341,Power Plant
28.75382,77.31676,332.94,39,2026-07-20,524,3.1,built_up,0.023,3.166461340266497,28.75_77.32,1,1,Other Thermal Source,0.2,20.0,21.38,Noida Industrial Site 0760,Industrial Estate
23.42793,85.99263,358.21,82,2026-08-16,295,26.91,agriculture,0.278,5.8171117121816005,23.43_85.99,1,3,Agricultural Burning,0.6,60.0,33.0,Bokaro Industrial Site 0325,Chemical Plant
19.56119,73.05885,407.95,95,2026-08-23,2314,51.05,agriculture,0.676,0.0776999999992668,19.56_73.06,3,3,Agricultural Burning,1.0,100.0,63.21,Thane Industrial Site 0189,Manufacturing Unit
23.16491,72.11,407.72,98,2026-07-17,2192,45.48,agriculture,0.676,0.0597444030848517,23.16_72.11,2,3,Agricultural Burning,0.8,80.0,58.82,Ahmedabad Industrial Site 0247,Paper Mill
13.21981,77.39101,388.92,99,2026-07-02,387,53.09,agriculture,0.676,7.461828601577154,13.22_77.39,1,3,Agricultural Burning,0.6,60.0,39.83,Bengaluru Industrial Site 0293,Cement Plant
26.65662,80.25912,306.83,72,2026-09-07,1723,13.87,built_up,0.023,8.678111472527036,26.66_80.26,1,1,Other Thermal Source,0.35,35.0,24.61,Kanpur Industrial Site 0635,Chemical Plant
21.09904,72.78299,381.11,93,2026-03-22,448,25.52,agriculture,0.676,0.0455641141687499,21.1_72.78,1,3,Agricultural Burning,0.8,80.0,44.78,Surat Industrial Site 0112,Steel Plant
27.02027,75.89396,380.46,92,2026-03-29,86,71.87,built_up,0.023,9.865793147416069,27.02_75.89,1,1,Other Thermal Source,0.6,60.0,43.59,Jaipur Industrial Site 0825,Chemical Plant
26.00892,73.29212,380.62,100,2026-02-17,1006,25.07,built_up,0.023,0.0376909975994784,26.01_73.29,2,1,Other Thermal Source,0.8,80.0,58.69,Jodhpur Industrial Site 0174,Refinery
23.72281,87.33511,398.44,94,2026-08-02,1666,53.56,agriculture,0.278,0.0659773392915056,23.72_87.34,2,3,Agricultural Burning,0.8,80.0,59.95,Durgapur Industrial Site 0272,Steel Plant
27.24091,80.8569,374.49,95,2026-05-23,1386,41.87,built_up,0.023,0.0437430142995136,27.24_80.86,1,1,Other Thermal Source,0.8,80.0,50.32,Lucknow Industrial Site 0058,Thermal Power Plant
24.57593,84.96588,375.06,94,2026-01-19,358,96.85,forest,0.71,0.0488526120080879,24.58_84.97,1,2,Wildfire,0.8,80.0,64.27,Gaya Industrial Site 0322,Steel Plant
26.17812,91.76189,394.97,95,2026-01-23,2104,52.47,built_up,0.161,0.0685059771117208,26.18_91.76,2,1,Other Thermal Source,0.8,80.0,58.96,Guwahati Industrial Site 0218,Thermal Power Plant
23.19982,72.41807,408.97,91,2026-07-29,1439,55.22,agriculture,0.676,0.0769110661740851,23.2_72.42,2,3,Agricultural Burning,0.8,80.0,58.27,Ahmedabad Industrial Site 0295,Chemical Plant
9.21037,75.38171,343.82,87,2026-03-20,41,20.95,agriculture,0.676,91.24781025314208,9.21_75.38,2,3,Agricultural Burning,0.6,60.0,35.04,Kochi Industrial Site 0553,Cement Plant
31.83286,74.78511,383.94,92,2026-07-15,555,29.18,built_up,0.023,0.0631823076502663,31.83_74.79,2,1,Other Thermal Source,0.8,80.0,52.76,Amritsar Industrial Site 0172,Steel Plant
25.44611,86.20191,383.49,100,2026-02-18,250,108.65,agriculture,0.278,0.055031825338146,25.45_86.2,3,3,Agricultural Burning,1.0,100.0,83.15,Munger Industrial Site 0324,Refinery
23.77177,87.13296,407.51,100,2026-09-20,2131,60.34,agriculture,0.278,0.0516358828724292,23.77_87.13,1,3,Agricultural Burning,0.8,80.0,53.26,Asansol Industrial Site 0273,Cement Plant
27.19853,75.84203,313.64,67,2026-03-07,1217,1.58,built_up,0.023,10.891069760679477,27.2_75.84,1,1,Other Thermal Source,0.2,20.0,15.21,Jaipur Industrial Site 0249,Manufacturing Unit
18.4038,74.08679,398.59,97,2026-05-14,1883,97.87,agriculture,0.676,0.0244199999998642,18.4_74.09,3,3,Agricultural Burning,1.0,100.0,88.58,Pune Industrial Site 0344,Refinery
32.20845,76.37997,337.46,84,2026-07-02,323,4.7,built_up,0.023,84.2235976520239,32.21_76.38,2,1,Other Thermal Source,0.35,35.0,24.83,Jalandhar Industrial Site 0142,Steel Plant
19.56097,73.05909,380.19,100,2026-01-29,1243,95.45,agriculture,0.676,0.0418868762265012,19.56_73.06,3,3,Agricultural Burning,1.0,100.0,83.89,Thane Industrial Site 0189,Manufacturing Unit
19.23677,72.65508,306.99,57,2026-02-24,2311,10.87,agriculture,0.676,9.790721006545182,19.24_72.66,1,3,Agricultural Burning,0.35,35.0,21.76,Mumbai Industrial Site 0770,Industrial Estate
23.22654,84.99208,313.63,65,2026-09-10,1949,2.2,forest,0.71,1.82150323581964,23.23_84.99,1,2,Other Thermal Source,0.4,40.0,21.98,Ranchi Industrial Site 0739,Manufacturing Unit
18.91522,72.71104,405.63,94,2026-09-10,540,41.47,agriculture,0.676,0.0702025640559235,18.92_72.71,3,3,Agricultural Burning,1.0,100.0,61.67,Thane Industrial Site 0093,Cement Plant
19.91901,73.83508,378.22,95,2026-04-19,812,27.23,agriculture,0.676,0.0503308811773134,19.92_73.84,1,3,Agricultural Burning,0.8,80.0,43.82,Nashik Industrial Site 0043,Cement Plant
23.196,85.30514,402.32,99,2026-04-16,1940,37.84,agriculture,0.607,0.060359917991005,23.2_85.31,1,3,Agricultural Burning,0.8,80.0,43.88,Ranchi Industrial Site 0355,Chemical Plant
20.23282,85.97219,405.43,100,2026-04-06,2150,112.14,agriculture,0.278,0.0599502768968711,20.23_85.97,2,3,Agricultural Burning,0.8,80.0,76.44,Bhubaneswar Industrial Site 0261,Power Plant
26.5217,72.96162,366.81,82,2026-08-02,1165,72.26,built_up,0.023,18.78790459406228,26.52_72.96,1,1,Other Thermal Source,0.6,60.0,41.26,Jodhpur Industrial Site 0462,Steel Plant
23.03989,77.57424,400.53,94,2026-07-03,786,101.28,agriculture,0.676,0.0644373882158929,23.04_77.57,3,3,Agricultural Burning,1.0,100.0,79.35,Bhopal Industrial Site 0301,Power Plant
27.24541,79.21908,330.91,84,2026-03-27,987,18.32,built_up,0.023,92.31366452390824,27.25_79.22,2,1,Other Thermal Source,0.5,50.0,33.92,Agra Industrial Site 1002,Steel Plant
26.4881,80.34601,389.0,93,2026-06-11,493,85.23,built_up,0.023,0.0377563200020115,26.49_80.35,3,1,Other Thermal Source,1.0,100.0,82.51,Kanpur Industrial Site 0011,Power Plant
16.401,79.60586,339.28,88,2026-07-05,41,19.9,agriculture,0.676,80.05495182463285,16.4_79.61,1,3,Agricultural Burning,0.5,50.0,23.3,Vijayawada Industrial Site 0215,Chemical Plant
22.35756,71.10266,329.45,69,2026-08-18,397,17.0,agriculture,0.676,6.170518853143791,22.36_71.1,1,3,Agricultural Burning,0.35,35.0,28.46,Rajkot Industrial Site 1170,Industrial Estate
21.16619,72.58902,396.96,99,2026-03-06,552,70.23,agriculture,0.676,0.05063595659163,21.17_72.59,2,3,Agricultural Burning,0.8,80.0,68.45,Surat Industrial Site 0304,Refinery
19.19875,74.78922,333.28,92,2026-08-08,1640,11.73,agriculture,0.676,58.89086840995488,19.2_74.79,4,3,Agricultural Burning,0.7,70.0,39.38,Aurangabad Industrial Site 0812,Steel Plant
23.41049,72.43183,342.88,91,2026-09-13,48,4.71,agriculture,0.676,18.34683018160049,23.41_72.43,1,3,Other Thermal Source,0.35,35.0,15.31,Ahmedabad Industrial Site 1063,Cement Plant
22.28022,73.3461,389.92,89,2026-01-21,1399,53.48,agriculture,0.676,8.70589919445441,22.28_73.35,1,3,Agricultural Burning,0.6,60.0,39.29,Vadodara Industrial Site 0929,Manufacturing Unit
23.79599,86.2098,388.23,93,2026-06-15,361,88.53,agriculture,0.278,0.0186069906219726,23.8_86.21,2,3,Agricultural Burning,0.8,80.0,81.42,Bokaro Industrial Site 0181,Power Plant
19.02796,72.80924,409.04,98,2026-04-29,921,110.63,agriculture,0.676,0.0546047800102412,19.03_72.81,2,3,Agricultural Burning,0.8,80.0,77.51,Mumbai Industrial Site 0338,Thermal Power Plant
26.07478,91.56656,342.89,40,2026-09-12,1645,8.41,built_up,0.161,0.7072093897137864,26.07_91.57,1,1,Other Thermal Source,0.2,20.0,26.32,Guwahati Industrial Site 1034,Refinery
20.32294,85.6281,375.94,97,2026-08-11,1705,94.95,agriculture,0.607,0.0586201919139831,20.32_85.63,2,3,Agricultural Burning,0.8,80.0,72.78,Bhubaneswar Industrial Site 0069,Manufacturing Unit
20.00609,73.65183,373.05,92,2026-05-17,1013,36.64,agriculture,0.676,0.078934971336118,20.01_73.65,2,3,Agricultural Burning,0.8,80.0,52.0,Nashik Industrial Site 0235,Chemical Plant
22.69717,75.78882,408.05,95,2026-04-24,1483,88.2,agriculture,0.676,0.0367642992593338,22.7_75.79,1,3,Agricultural Burning,0.8,80.0,65.65,Indore Industrial Site 0110,Industrial Estate
27.92279,73.19185,326.64,67,2026-03-05,754,10.93,built_up,0.023,6.1085624642306895,27.92_73.19,1,1,Other Thermal Source,0.35,35.0,24.28,Bikaner Industrial Site 0077,Paper Mill
28.80138,77.07269,323.01,52,2026-06-28,1895,1.59,built_up,0.023,5.469732325598753,28.8_77.07,1,1,Other Thermal Source,0.2,20.0,18.77,Faridabad Industrial Site 0662,Steel Plant
29.28572,76.93865,336.24,49,2026-03-22,1410,17.44,built_up,0.023,2.8207893427182897,29.29_76.94,1,1,Other Thermal Source,0.35,35.0,31.59,Panipat Industrial Site 0767,Paper Mill
18.09568,73.82282,331.1,95,2026-04-12,2101,15.34,agriculture,0.676,27.111689489594724,18.1_73.82,1,3,Agricultural Burning,0.5,50.0,21.65,Pune Industrial Site 0824,Refinery
20.28706,73.73677,378.68,93,2026-03-29,153,43.08,agriculture,0.676,0.059080786216367,20.29_73.74,2,3,Agricultural Burning,0.8,80.0,58.3,Nashik Industrial Site 0379,Manufacturing Unit
26.38261,91.72736,357.35,84,2026-03-11,2135,39.06,built_up,0.161,8.129307250835575,26.38_91.73,1,1,Other Thermal Source,0.6,60.0,35.15,Guwahati Industrial Site 0506,Textile Industry
25.30485,86.14085,396.17,96,2026-06-21,2353,118.55,agriculture,0.278,0.0673450822264306,25.3_86.14,1,3,Agricultural Burning,0.8,80.0,64.46,Begusarai Industrial Site 0179,Manufacturing Unit
25.71677,85.30222,385.33,97,2026-04-22,775,115.81,industrial,0.028,0.0558981717050904,25.72_85.3,2,0,Industrial Fire,0.8,80.0,78.2,Patna Industrial Site 0060,Industrial Estate
31.73088,74.59679,360.24,92,2026-08-10,1349,46.95,built_up,0.023,12.376175258519885,31.73_74.6,1,1,Other Thermal Source,0.6,60.0,35.3,Amritsar Industrial Site 0844,Refinery
18.99685,73.00478,383.77,93,2026-04-16,1090,98.5,agriculture,0.676,0.033977605860771,19.0_73.0,1,3,Agricultural Burning,0.8,80.0,68.69,Thane Industrial Site 0141,Power Plant
25.15312,86.56184,406.92,96,2026-02-07,1802,85.31,agriculture,0.278,0.0486504275414794,25.15_86.56,1,3,Agricultural Burning,0.8,80.0,61.53,Munger Industrial Site 0132,Steel Plant
24.82226,84.94577,332.09,42,2026-09-13,1776,13.29,built_up,0.156,1.8424665945679797,24.82_84.95,1,1,Other Thermal Source,0.35,35.0,29.25,Gaya Industrial Site 0562,Steel Plant
25.38383,86.21323,401.51,92,2026-04-24,519,32.92,agriculture,0.278,0.0500854829264218,25.38_86.21,1,3,Agricultural Burning,0.8,80.0,45.45,Munger Industrial Site 0180,Industrial Estate
21.90148,73.70704,343.92,86,2026-03-02,1070,13.74,agriculture,0.676,42.67284837321799,21.9_73.71,1,3,Agricultural Burning,0.5,50.0,20.1,Vadodara Industrial Site 0305,Chemical Plant
23.12825,72.27999,394.86,98,2026-02-02,109,77.18,agriculture,0.676,0.0631042565916011,23.13_72.28,3,3,Agricultural Burning,1.0,100.0,73.5,Ahmedabad Industrial Site 0391,Power Plant
22.80879,86.19919,391.71,97,2026-09-14,1582,78.89,agriculture,0.278,0.0199800000000323,22.81_86.2,2,3,Agricultural Burning,0.8,80.0,78.24,Jamshedpur Industrial Site 0308,Thermal Power Plant
28.26377,77.16907,382.97,93,2026-08-07,1990,38.14,built_up,0.023,0.041724780405996,28.26_77.17,2,1,Other Thermal Source,0.8,80.0,61.35,Faridabad Industrial Site 0326,Textile Industry
19.85005,74.91702,376.06,98,2026-06-25,1577,80.17,agriculture,0.676,0.0398519372176851,19.85_74.92,2,3,Agricultural Burning,0.8,80.0,74.28,Aurangabad Industrial Site 0140,Industrial Estate
31.52898,75.73816,372.91,93,2026-02-12,1733,68.84,built_up,0.023,0.0593305123852426,31.53_75.74,1,1,Other Thermal Source,0.8,80.0,53.82,Jalandhar Industrial Site 0094,Refinery
18.48513,73.83624,322.84,88,2026-02-16,776,12.86,agriculture,0.676,4.308090753744631,18.49_73.84,1,3,Agricultural Burning,0.7,70.0,26.74,Pune Industrial Site 0776,Textile Industry
20.12377,71.84276,337.52,94,2026-03-10,2383,24.31,agriculture,0.676,94.94591220797766,20.12_71.84,2,3,Agricultural Burning,0.6,60.0,36.04,Vapi Industrial Site 0960,Industrial Estate
28.50825,77.03194,405.49,92,2026-04-25,1895,42.55,built_up,0.023,0.0228832362229376,28.51_77.03,2,1,Other Thermal Source,0.8,80.0,67.2,Gurugram Industrial Site 0087,Paper Mill
20.288,85.7322,401.52,92,2026-09-15,1575,27.09,agriculture,0.607,0.0462618384846777,20.29_85.73,1,3,Agricultural Burning,0.8,80.0,45.14,Bhubaneswar Industrial Site 0165,Chemical Plant
24.56802,84.81313,391.88,94,2026-07-30,459,109.54,agriculture,0.676,0.0483583064213584,24.57_84.81,1,3,Agricultural Burning,0.8,80.0,67.44,Gaya Industrial Site 0370,Industrial Estate
23.70445,86.6548,308.16,68,2026-04-08,1806,14.76,agriculture,0.278,3.8247101697255768,23.7_86.65,1,3,Agricultural Burning,0.55,55.0,28.73,Asansol Industrial Site 0417,Paper Mill
22.6415,86.46046,339.87,75,2026-01-27,1056,11.12,agriculture,0.278,7.577235140141342,22.64_86.46,1,3,Agricultural Burning,0.35,35.0,23.3,Jamshedpur Industrial Site 0596,Textile Industry
28.87121,77.67112,407.36,97,2026-07-25,1894,40.8,built_up,0.023,0.0501592284633533,28.87_77.67,2,1,Other Thermal Source,0.8,80.0,60.03,Delhi Industrial Site 0097,Paper Mill
25.46162,84.93217,318.99,65,2026-03-22,1827,17.59,agriculture,0.329,2.04428040339354,25.46_84.93,1,3,Agricultural Burning,0.55,55.0,32.24,Patna Industrial Site 1020,Industrial Estate
