latitude,longitude,brightness,confidence,acq_date,acq_time,frp,detections,persistent,avg_brightness,avg_confidence,total_frp,nearest_site,site_type,distance_km,source_class,risk_score,risk_level
27.33182,77.76214,383.8,92,2026-02-09,1546,45.27,1,False,383.8,92.0,45.27,Agra Industrial Site 0138,Thermal Power Plant,0.0718504647314752,High Intensity Fire,70,Medium
26.73904,80.94759,325.87,70,2026-05-03,1790,5.72,1,False,325.87,70.0,5.72,Lucknow Industrial Site 0922,Steel Plant,6.449892977852086,Other Thermal Anomaly,0,Low
24.63411,84.95693,399.26,95,2026-07-30,1308,102.15,3,True,382.83,97.33333333333333,218.11,Gaya Industrial Site 0130,Industrial Estate,0.06438842169003586,Persistent Industrial Source,90,High
17.49765,83.49411,363.69,85,2026-02-27,294,57.26,1,False,363.69,85.0,57.26,Visakhapatnam Industrial Site 1030,Industrial Estate,19.09746931390949,High Intensity Fire,30,Low
25.70574,85.98181,341.02,70,2026-06-19,25,2.2,1,False,341.02,70.0,2.2,Begusarai Industrial Site 0275,Chemical Plant,10.417526668231659,Other Thermal Anomaly,0,Low
21.42965,79.07714,379.14,96,2026-02-21,1549,48.83,1,False,379.14,96.0,48.83,Nagpur Industrial Site 1071,Power Plant,15.329259967907415,High Intensity Fire,50,Medium
28.47899,77.36124,379.44,91,2026-07-24,2394,33.01,1,False,379.44,91.0,33.01,Noida Industrial Site 0088,Thermal Power Plant,0.012494606789052117,High Intensity Fire,70,Medium
29.36716,77.01918,379.9,91,2026-02-23,1991,99.68,3,True,381.71,94.0,286.03000000000003,Panipat Industrial Site 0335,Chemical Plant,0.02575787389830752,Persistent Industrial Source,90,High
26.27547,91.74879,360.2,86,2026-04-28,2000,23.39,1,False,360.2,86.0,23.39,Guwahati Industrial Site 0266,Textile Industry,4.430487061462774,High Intensity Fire,30,Low
20.16205,85.84312,406.64,96,2026-07-29,2221,87.51,3,True,407.00666666666666,97.66666666666667,241.07999999999998,Bhubaneswar Industrial Site 0021,Power Plant,0.023603372447884557,Persistent Industrial Source,90,High
25.68003,86.30576,377.75,98,2026-01-04,1753,66.17,2,False,386.555,96.5,132.14,Begusarai Industrial Site 0035,Chemical Plant,0.04762895624627071,High Intensity Fire,70,Medium
23.61876,87.25053,318.39,40,2026-01-27,1601,5.71,1,False,318.39,40.0,5.71,Durgapur Industrial Site 0944,Refinery,5.389962782202326,Other Thermal Anomaly,0,Low
21.06447,81.42417,318.01,47,2026-03-09,314,4.8,1,False,318.01,47.0,4.8,Raipur Industrial Site 0319,Manufacturing Unit,7.336519985087629,Other Thermal Anomaly,0,Low
22.85763,88.53279,368.63,96,2026-01-06,1581,65.04,1,False,368.63,96.0,65.04,Kolkata Industrial Site 0963,Cement Plant,10.197424657128332,High Intensity Fire,40,Low
11.9912,77.94699,340.38,92,2026-08-11,1076,12.48,2,False,341.62,87.5,17.21,Bengaluru Industrial Site 0821,Power Plant,100.26882686178273,Other Thermal Anomaly,25,Low
10.74494,76.67104,334.24,52,2026-03-29,1629,7.46,1,False,334.24,52.0,7.46,Coimbatore Industrial Site 0504,Refinery,31.87434851123538,Other Thermal Anomaly,0,Low
12.87787,77.55687,384.58,92,2026-07-21,1829,57.06,3,True,381.42,95.33333333333333,171.46,Bengaluru Industrial Site 0005,Chemical Plant,0.07921535674925116,Persistent Industrial Source,90,High
27.25863,77.88337,315.47,37,2026-09-11,1632,16.21,1,False,315.47,37.0,16.21,Agra Industrial Site 0474,Refinery,2.6450912471555803,Other Thermal Anomaly,0,Low
19.19852,74.78905,324.88,91,2026-09-04,66,18.42,3,True,328.72666666666663,88.33333333333333,37.59,Aurangabad Industrial Site 0812,Steel Plant,58.13143893021532,Persistent Non-Industrial Thermal Source,45,Low
12.84896,77.82969,315.02,63,2026-03-12,2268,5.92,1,False,315.02,63.0,5.92,Bengaluru Industrial Site 0341,Power Plant,10.466093890259149,Other Thermal Anomaly,0,Low
28.91028,72.28113,332.53,88,2026-08-17,1655,3.06,1,False,332.53,88.0,3.06,Bikaner Industrial Site 1181,Power Plant,113.02258725658949,Other Thermal Anomaly,15,Low
9.65005,76.67394,401.21,100,2026-03-01,1658,52.95,2,False,401.58,97.5,118.28,Kochi Industrial Site 0265,Chemical Plant,0.05167375235850145,High Intensity Fire,70,Medium
11.18837,77.19543,356.79,93,2026-04-10,1021,40.1,1,False,356.79,93.0,40.1,Coimbatore Industrial Site 0840,Industrial Estate,14.475381645861148,High Intensity Fire,40,Low
24.33414,74.98837,331.36,82,2026-01-04,1329,5.93,3,True,337.5466666666667,90.33333333333333,42.1,Kota Industrial Site 0329,Manufacturing Unit,101.24449357463888,Persistent Non-Industrial Thermal Source,35,Low
22.4088,73.64613,383.09,92,2026-02-02,500,78.95,4,True,391.73,95.0,267.26,Vadodara Industrial Site 0065,Chemical Plant,0.02294802531655251,Persistent Industrial Source,90,High
23.01076,76.0252,378.23,91,2026-02-26,2083,72.91,3,True,390.8233333333333,93.33333333333333,298.45,Indore Industrial Site 0254,Refinery,0.02928509704458315,Persistent Industrial Source,90,High
23.02845,76.14147,327.06,48,2026-08-06,1031,15.16,1,False,327.06,48.0,15.16,Indore Industrial Site 0254,Refinery,12.056121963380237,Other Thermal Anomaly,0,Low
25.17582,86.34253,380.93,89,2026-07-22,2027,60.29,1,False,380.93,89.0,60.29,Munger Industrial Site 1140,Industrial Estate,3.3331335272049754,High Intensity Fire,40,Low
22.47574,88.2302,369.13,93,2026-07-02,629,17.44,1,False,369.13,93.0,17.44,Kolkata Industrial Site 0867,Paper Mill,9.520828416565264,High Intensity Fire,40,Low
20.43202,85.93226,325.93,72,2026-01-18,2311,11.31,1,False,325.93,72.0,11.31,Bhubaneswar Industrial Site 0309,Manufacturing Unit,2.8725127700396667,Other Thermal Anomaly,0,Low
28.57757,77.05283,318.76,63,2026-01-17,915,9.56,1,False,318.76,63.0,9.56,Gurugram Industrial Site 0519,Manufacturing Unit,2.179508078457804,Other Thermal Anomaly,0,Low
28.69821,77.00716,405.26,96,2026-02-07,1318,71.25,2,False,393.48,97.5,102.99,Delhi Industrial Site 0145,Chemical Plant,0.05644984830901941,High Intensity Fire,70,Medium
27.0002,80.94413,401.39,95,2026-08-29,1002,61.41,5,True,399.762,94.6,319.91,Lucknow Industrial Site 0346,Textile Industry,0.06456151187959941,Persistent Industrial Source,100,High
22.64021,75.77759,316.16,64,2026-01-14,704,10.7,1,False,316.16,64.0,10.7,Indore Industrial Site 0878,Thermal Power Plant,2.2067883977701075,Other Thermal Anomaly,0,Low
17.55876,83.45319,328.02,53,2026-05-07,749,17.56,1,False,328.02,53.0,17.56,Visakhapatnam Industrial Site 0358,Thermal Power Plant,13.466388072533874,Other Thermal Anomaly,0,Low
17.60512,78.54595,384.3,100,2026-04-13,849,102.8,3,True,391.5366666666667,95.33333333333333,281.09,Hyderabad Industrial Site 0006,Textile Industry,0.02148731858317388,Persistent Industrial Source,90,High
23.53062,87.44346,333.52,36,2026-02-15,2326,9.46,1,False,333.52,36.0,9.46,Durgapur Industrial Site 0080,Industrial Estate,3.072568008681582,Other Thermal Anomaly,0,Low
21.96112,80.49433,324.28,86,2026-03-02,374,11.25,2,False,332.205,86.5,16.56,Raipur Industrial Site 0703,Cement Plant,108.48127665598699,Other Thermal Anomaly,15,Low
27.84497,73.51129,359.92,82,2026-09-09,466,38.61,1,False,359.92,82.0,38.61,Bikaner Industrial Site 0365,Chemical Plant,7.73296307510532,High Intensity Fire,30,Low
28.46781,77.09307,373.85,92,2026-08-08,1378,98.46,2,False,387.395,92.5,200.0,Faridabad Industrial Site 0230,Industrial Estate,0.019386772443874104,High Intensity Fire,70,Medium
23.68493,86.95715,387.34,100,2026-02-16,326,55.3,1,False,387.34,100.0,55.3,Asansol Industrial Site 0129,Manufacturing Unit,0.03709173451409034,High Intensity Fire,70,Medium
31.05695,75.77331,322.49,51,2026-01-27,43,4.62,1,False,322.49,51.0,4.62,Ludhiana Industrial Site 0171,Power Plant,4.903797063237363,Other Thermal Anomaly,0,Low
28.2114,73.04143,365.0,88,2026-07-11,860,75.65,1,False,365.0,88.0,75.65,Bikaner Industrial Site 0221,Power Plant,12.198745132669057,High Intensity Fire,30,Low
24.80688,84.70714,409.21,92,2026-04-16,2132,86.33,1,False,409.21,92.0,86.33,Gaya Industrial Site 0082,Steel Plant,0.05783170524991599,High Intensity Fire,70,Medium
26.34805,80.42355,347.0,78,2026-06-19,2290,3.62,1,False,347.0,78.0,3.62,Kanpur Industrial Site 1019,Manufacturing Unit,3.7052675312701937,Other Thermal Anomaly,0,Low
30.80897,75.95823,331.29,91,2026-08-11,230,20.13,2,False,333.45500000000004,86.5,44.36,Ludhiana Industrial Site 0267,Paper Mill,1.801802644677778,Other Thermal Anomaly,35,Low
19.29202,72.91394,401.02,100,2026-04-02,38,69.25,4,True,400.315,95.0,219.91,Thane Industrial Site 0285,Chemical Plant,0.02223898532885992,Persistent Industrial Source,90,High
25.48105,86.60284,395.06,100,2026-06-09,1805,84.46,1,False,395.06,100.0,84.46,Munger Industrial Site 0036,Textile Industry,0.0614182680266879,High Intensity Fire,70,Medium
19.75608,75.69413,396.34,96,2026-01-03,2176,105.35,4,True,401.86,95.75,327.57,Aurangabad Industrial Site 0236,Textile Industry,0.05355650985254672,Persistent Industrial Source,90,High
23.63924,87.14507,375.55,93,2026-04-11,2142,66.88,2,False,377.71000000000004,95.5,134.48,Durgapur Industrial Site 0176,Textile Industry,0.007216685800585479,High Intensity Fire,70,Medium
21.36609,85.05026,332.51,80,2026-06-15,1910,22.2,2,False,327.365,85.5,30.91,Bhubaneswar Industrial Site 0213,Cement Plant,109.48869793989499,Other Thermal Anomaly,15,Low
12.93609,77.71486,374.51,92,2026-05-29,1476,34.42,1,False,374.51,92.0,34.42,Bengaluru Industrial Site 0245,Chemical Plant,0.07308184375217197,High Intensity Fire,70,Medium
27.00757,81.06952,345.97,74,2026-09-06,142,15.18,1,False,345.97,74.0,15.18,Lucknow Industrial Site 0538,Thermal Power Plant,7.498504385034088,Other Thermal Anomaly,0,Low
20.06499,73.78375,331.25,86,2026-01-15,571,6.2,2,False,334.27,86.5,23.02,Nashik Industrial Site 1003,Cement Plant,9.35480204053522,Other Thermal Anomaly,15,Low
29.49796,78.41934,332.0,82,2026-01-12,2339,3.32,4,True,334.3175,84.0,51.879999999999995,Delhi Industrial Site 0097,Paper Mill,100.70698146717828,Persistent Non-Industrial Thermal Source,35,Low
16.83061,80.81408,328.48,76,2026-02-05,1407,13.38,1,False,328.48,76.0,13.38,Vijayawada Industrial Site 0887,Paper Mill,20.895703537595757,Other Thermal Anomaly,0,Low
31.02025,76.00119,407.41,98,2026-08-16,1633,118.52,1,False,407.41,98.0,118.52,Ludhiana Industrial Site 0075,Chemical Plant,0.01357842878481293,High Intensity Fire,70,Medium
32.24416,76.31816,321.82,87,2026-01-29,358,20.9,2,False,325.21500000000003,88.5,27.369999999999997,Jalandhar Industrial Site 0142,Steel Plant,78.00974953764832,Other Thermal Anomaly,15,Low
28.26225,77.41001,378.87,93,2026-05-27,1042,41.96,2,False,378.69,96.5,81.0,Faridabad Industrial Site 0134,Refinery,0.08531191781124214,High Intensity Fire,70,Medium
18.50579,73.79793,378.3,91,2026-09-10,1955,63.4,2,False,382.96000000000004,91.0,149.43,Pune Industrial Site 0152,Steel Plant,0.081126840917006,High Intensity Fire,70,Medium
22.85772,72.42022,383.73,91,2026-05-29,934,38.64,1,False,383.73,91.0,38.64,Ahmedabad Industrial Site 0823,Cement Plant,5.0998558795152125,High Intensity Fire,50,Medium
22.64686,88.38205,389.95,96,2026-08-17,2018,49.2,3,True,386.09,95.0,210.66,Kolkata Industrial Site 0099,Manufacturing Unit,0.07285069204632405,Persistent Industrial Source,90,High
22.8971,88.35598,397.48,98,2026-07-06,1030,94.42,3,True,403.1366666666667,96.33333333333333,219.45,Kolkata Industrial Site 0051,Power Plant,0.011241993230013984,Persistent Industrial Source,90,High
28.06907,73.34701,395.28,91,2026-02-24,348,88.6,2,False,392.65999999999997,95.5,204.5,Bikaner Industrial Site 0029,Manufacturing Unit,0.03103175359102707,High Intensity Fire,70,Medium
27.7974,77.76043,323.65,89,2026-05-24,2124,15.75,1,False,323.65,89.0,15.75,Agra Industrial Site 0090,Industrial Estate,36.14103078793077,Other Thermal Anomaly,15,Low
23.91591,71.6612,342.77,85,2026-03-22,1485,22.73,1,False,342.77,85.0,22.73,Ahmedabad Industrial Site 0583,Cement Plant,91.4561211878974,Other Thermal Anomaly,15,Low
11.07007,75.24827,343.02,92,2026-03-08,2005,15.76,1,False,343.02,92.0,15.76,Kochi Industrial Site 0073,Cement Plant,136.01723125263723,Other Thermal Anomaly,25,Low
22.19898,70.8141,369.07,98,2026-06-08,1498,64.7,1,False,369.07,98.0,64.7,Rajkot Industrial Site 0018,Thermal Power Plant,3.2175130637039477,High Intensity Fire,40,Low
31.14818,75.51017,397.34,93,2026-02-16,1745,31.79,2,False,395.695,92.0,123.24000000000001,Jalandhar Industrial Site 0238,Thermal Power Plant,0.08129067545740404,High Intensity Fire,70,Medium
30.55423,75.65726,305.36,70,2026-06-11,1593,2.68,1,False,305.36,70.0,2.68,Ludhiana Industrial Site 0507,Paper Mill,21.25539853887053,Other Thermal Anomaly,0,Low
25.32737,84.99529,321.13,36,2026-01-21,2236,3.03,1,False,321.13,36.0,3.03,Patna Industrial Site 0972,Steel Plant,13.301344830175715,Other Thermal Anomaly,0,Low
22.24206,70.8241,398.81,92,2026-04-27,2017,109.74,1,False,398.81,92.0,109.74,Rajkot Industrial Site 0162,Steel Plant,0.06075641923445189,High Intensity Fire,70,Medium
20.32303,85.62816,381.99,98,2026-05-04,1382,95.09,2,False,378.96500000000003,97.5,190.04000000000002,Bhubaneswar Industrial Site 0069,Manufacturing Unit,0.05906654501741673,High Intensity Fire,70,Medium
28.88712,77.06366,362.21,86,2026-02-01,1249,52.64,1,False,362.21,86.0,52.64,Delhi Industrial Site 0721,Power Plant,13.085140758978577,High Intensity Fire,30,Low
21.03182,72.50209,404.29,98,2026-05-08,601,61.96,2,False,405.53,94.5,168.05,Surat Industrial Site 0016,Textile Industry,0.08199623635769449,High Intensity Fire,70,Medium
13.79696,78.48913,320.32,83,2026-04-07,1561,16.3,2,False,329.145,88.5,34.84,Bengaluru Industrial Site 0053,Cement Plant,100.25550143716157,Other Thermal Anomaly,15,Low
25.48068,76.18184,343.37,67,2026-04-27,2245,1.19,1,False,343.37,67.0,1.19,Kota Industrial Site 0521,Power Plant,13.517359694755696,Other Thermal Anomaly,0,Low
18.80494,72.69121,391.37,91,2026-07-26,2318,115.59,2,False,399.46500000000003,91.5,171.66,Mumbai Industrial Site 0098,Thermal Power Plant,0.049666105884583596,High Intensity Fire,70,Medium
26.38097,80.38785,376.15,94,2026-03-01,1784,42.53,3,True,393.33,93.66666666666667,237.88,Kanpur Industrial Site 0059,Manufacturing Unit,0.06852595090647828,Persistent Industrial Source,90,High
23.75397,87.24408,393.56,94,2026-01-06,2107,63.96,2,False,401.345,95.0,166.11,Durgapur Industrial Site 0320,Industrial Estate,0.057394219740718636,High Intensity Fire,70,Medium
27.90712,73.13912,406.6,92,2026-06-09,2056,96.28,3,True,405.65000000000003,96.0,244.86,Bikaner Industrial Site 0077,Paper Mill,0.031687898436807325,Persistent Industrial Source,90,High
21.44321,79.24347,379.69,90,2026-02-10,2294,53.05,1,False,379.69,90.0,53.05,Nagpur Industrial Site 1071,Power Plant,2.0115285661247375,High Intensity Fire,50,Medium
13.12208,77.87379,374.29,92,2026-02-10,1792,97.18,3,True,383.25666666666666,93.33333333333333,273.64,Bengaluru Industrial Site 0053,Cement Plant,0.046858414602528015,Persistent Industrial Source,90,High
21.93998,76.53401,327.08,93,2026-05-18,1439,5.52,1,False,327.08,93.0,5.52,Indore Industrial Site 0494,Refinery,83.46049528942198,Other Thermal Anomaly,25,Low
31.1031,75.53032,330.98,41,2026-02-26,2283,15.1,1,False,330.98,41.0,15.1,Jalandhar Industrial Site 0238,Thermal Power Plant,5.324993445282472,Other Thermal Anomaly,0,Low
27.0461,78.06794,380.15,94,2026-05-11,944,44.48,1,False,380.15,94.0,44.48,Agra Industrial Site 0330,Industrial Estate,0.05096283201625848,High Intensity Fire,70,Medium
21.00486,79.24424,393.08,91,2026-07-16,2229,58.27,2,False,391.14,94.0,108.47,Nagpur Industrial Site 0015,Chemical Plant,0.007351007706601484,High Intensity Fire,70,Medium
22.30115,73.20007,315.05,58,2026-07-17,2010,14.07,1,False,315.05,58.0,14.07,Vadodara Industrial Site 0113,Cement Plant,2.334222534341694,Other Thermal Anomaly,0,Low
12.95595,77.66691,380.42,95,2026-06-25,2267,98.56,2,False,381.275,93.5,182.91,Bengaluru Industrial Site 0149,Manufacturing Unit,0.04495068438097986,High Intensity Fire,70,Medium
22.3658,73.14718,402.53,93,2026-02-17,1165,49.93,4,True,396.5125,95.5,219.27,Vadodara Industrial Site 0161,Power Plant,0.034443193434095215,Persistent Industrial Source,90,High
25.41038,76.00375,351.28,94,2026-01-01,15,49.05,1,False,351.28,94.0,49.05,Kota Industrial Site 0953,Cement Plant,5.713783009945271,High Intensity Fire,40,Low
23.00701,86.28411,385.99,97,2026-03-04,733,38.74,2,False,393.21500000000003,94.0,106.25999999999999,Jamshedpur Industrial Site 0116,Textile Industry,0.03958873064526037,High Intensity Fire,70,Medium
26.2183,73.17466,311.62,51,2026-09-08,1401,12.26,1,False,311.62,51.0,12.26,Jodhpur Industrial Site 1038,Thermal Power Plant,12.719999077347293,Other Thermal Anomaly,0,Low
16.3058,80.84345,368.25,89,2026-02-21,793,39.3,1,False,368.25,89.0,39.3,Vijayawada Industrial Site 0503,Cement Plant,3.2544185418204505,High Intensity Fire,30,Low
28.26423,77.1691,380.13,94,2026-02-24,1570,78.89,2,False,381.55,93.5,117.03,Faridabad Industrial Site 0326,Textile Industry,0.07699146205436005,High Intensity Fire,70,Medium
22.77336,86.01176,388.13,99,2026-01-17,1025,31.23,1,False,388.13,99.0,31.23,Jamshedpur Industrial Site 1172,Steel Plant,9.654204075328312,High Intensity Fire,50,Medium
22.90981,75.65517,380.62,96,2026-08-12,252,95.28,5,True,388.838,94.4,325.56,Indore Industrial Site 0206,Textile Industry,0.012490424045882924,Persistent Industrial Source,100,High
10.88604,76.93905,373.67,95,2026-04-29,2081,88.49,3,True,382.18333333333334,94.66666666666667,200.88,Coimbatore Industrial Site 0360,Industrial Estate,0.030413887258386,Persistent Industrial Source,90,High
12.87778,77.55714,385.71,97,2026-07-08,2381,49.81,3,True,381.42,95.33333333333333,171.46,Bengaluru Industrial Site 0005,Chemical Plant,0.0698122411495832,Persistent Industrial Source,90,High
25.66607,85.25776,395.56,91,2026-02-18,120,82.17,2,False,400.66999999999996,95.0,174.05,Patna Industrial Site 0252,Steel Plant,0.014593655542284803,High Intensity Fire,70,Medium
11.36705,76.50676,389.44,98,2026-03-13,50,112.18,3,True,390.4533333333334,97.66666666666667,286.68,Coimbatore Industrial Site 0264,Refinery,0.05530106477423644,Persistent Industrial Source,90,High
26.40119,72.8169,393.49,93,2026-02-11,276,42.43,2,False,384.625,95.0,96.72999999999999,Jodhpur Industrial Site 0030,Industrial Estate,0.0713663004470629,High Intensity Fire,70,Medium
23.08244,77.49084,365.45,97,2026-02-13,1875,62.4,1,False,365.45,97.0,62.4,Bhopal Industrial Site 0877,Paper Mill,2.7167345815592756,High Intensity Fire,40,Low
17.58884,78.47594,407.6,91,2026-05-31,892,44.79,2,False,406.345,94.0,134.05,Hyderabad Industrial Site 0198,Thermal Power Plant,0.03473020016683973,High Intensity Fire,70,Medium
21.06906,79.29289,312.37,43,2026-09-06,2260,6.2,1,False,312.37,43.0,6.2,Nagpur Industrial Site 0783,Cement Plant,7.635948720029178,Other Thermal Anomaly,0,Low
22.1119,72.88402,382.47,99,2026-09-19,411,66.48,1,False,382.47,99.0,66.48,Vadodara Industrial Site 0209,Manufacturing Unit,0.006360971021881572,High Intensity Fire,70,Medium
17.95262,83.10073,337.71,51,2026-01-03,893,17.74,1,False,337.71,51.0,17.74,Visakhapatnam Industrial Site 0502,Steel Plant,15.443890386518364,Other Thermal Anomaly,0,Low
23.41147,85.50764,359.35,88,2026-05-21,1421,26.55,1,False,359.35,88.0,26.55,Ranchi Industrial Site 0307,Paper Mill,10.8042022407118,High Intensity Fire,30,Low
20.1158,73.90081,383.83,94,2026-03-25,83,32.54,1,False,383.83,94.0,32.54,Nashik Industrial Site 0331,Power Plant,0.025667460027594104,High Intensity Fire,70,Medium
25.6658,85.25824,405.78,99,2026-06-09,2193,91.88,2,False,400.66999999999996,95.0,174.05,Patna Industrial Site 0252,Steel Plant,0.06700367089381296,High Intensity Fire,70,Medium
11.88992,78.43601,327.28,80,2026-01-01,981,17.56,1,False,327.28,80.0,17.56,Bengaluru Industrial Site 0341,Power Plant,132.87180785877104,Other Thermal Anomaly,15,Low
28.75382,77.31676,332.94,39,2026-07-20,524,3.1,1,False,332.94,39.0,3.1,Noida Industrial Site 0760,Industrial Estate,2.786101104067561,Other Thermal Anomaly,0,Low
23.42793,85.99263,358.21,82,2026-08-16,295,26.91,1,False,358.21,82.0,26.91,Bokaro Industrial Site 0325,Chemical Plant,5.76988313550574,High Intensity Fire,30,Low
19.56119,73.05885,407.95,95,2026-08-23,2314,51.05,3,True,398.09,98.33333333333333,208.1,Thane Industrial Site 0189,Manufacturing Unit,0.07499239810450184,Persistent Industrial Source,90,High
23.16491,72.11,407.72,98,2026-07-17,2192,45.48,3,True,396.6133333333334,97.33333333333333,180.35,Ahmedabad Industrial Site 0247,Paper Mill,0.05667030251889723,Persistent Industrial Source,90,High
13.21981,77.39101,388.92,99,2026-07-02,387,53.09,1,False,388.92,99.0,53.09,Bengaluru Industrial Site 0293,Cement Plant,7.3590362514707435,High Intensity Fire,50,Medium
26.65662,80.25912,306.83,72,2026-09-07,1723,13.87,1,False,306.83,72.0,13.87,Kanpur Industrial Site 0635,Chemical Plant,7.983785910749401,Other Thermal Anomaly,0,Low
21.09904,72.78299,381.11,93,2026-03-22,448,25.52,1,False,381.11,93.0,25.52,Surat Industrial Site 0112,Steel Plant,0.04563710810693387,High Intensity Fire,70,Medium
27.02027,75.89396,380.46,92,2026-03-29,86,71.87,1,False,380.46,92.0,71.87,Jaipur Industrial Site 0825,Chemical Plant,9.88218006663855,High Intensity Fire,50,Medium
26.00892,73.29212,380.62,100,2026-02-17,1006,25.07,2,False,378.74,96.5,131.3,Jodhpur Industrial Site 0174,Refinery,0.03415684188603849,High Intensity Fire,70,Medium
23.72281,87.33511,398.44,94,2026-08-02,1666,53.56,3,True,386.64000000000004,96.66666666666667,228.51999999999998,Durgapur Industrial Site 0272,Steel Plant,0.06078734886087788,Persistent Industrial Source,90,High
27.24091,80.8569,374.49,95,2026-05-23,1386,41.87,1,False,374.49,95.0,41.87,Lucknow Industrial Site 0058,Thermal Power Plant,0.04068053634835804,High Intensity Fire,70,Medium
24.57593,84.96588,375.06,94,2026-01-19,358,96.85,1,False,375.06,94.0,96.85,Gaya Industrial Site 0322,Steel Plant,0.04893621672353261,High Intensity Fire,70,Medium
26.17812,91.76189,394.97,95,2026-01-23,2104,52.47,2,False,396.06,95.5,147.13,Guwahati Industrial Site 0218,Thermal Power Plant,0.06723769759343833,High Intensity Fire,70,Medium
23.19982,72.41807,408.97,91,2026-07-29,1439,55.22,2,False,397.83000000000004,95.5,132.07999999999998,Ahmedabad Industrial Site 0295,Chemical Plant,0.07632549177722689,High Intensity Fire,70,Medium
9.21037,75.38171,343.82,87,2026-03-20,41,20.95,1,False,343.82,87.0,20.95,Kochi Industrial Site 0553,Cement Plant,90.70865769656766,Other Thermal Anomaly,15,Low
31.83286,74.78511,383.94,92,2026-07-15,555,29.18,2,False,391.71500000000003,95.0,72.14,Amritsar Industrial Site 0172,Steel Plant,0.06240664108386788,High Intensity Fire,70,Medium
25.44611,86.20191,383.49,100,2026-02-18,250,108.65,3,True,396.15000000000003,99.33333333333333,281.51,Munger Industrial Site 0324,Refinery,0.052217506650956404,Persistent Industrial Source,90,High
23.77177,87.13296,407.51,100,2026-09-20,2131,60.34,1,False,407.51,100.0,60.34,Asansol Industrial Site 0273,Cement Plant,0.05094384208131391,High Intensity Fire,70,Medium
27.19853,75.84203,313.64,67,2026-03-07,1217,1.58,1,False,313.64,67.0,1.58,Jaipur Industrial Site 0249,Manufacturing Unit,10.456499167278906,Other Thermal Anomaly,0,Low
18.4038,74.08679,398.59,97,2026-05-14,1883,97.87,3,True,383.95666666666665,97.66666666666667,280.42,Pune Industrial Site 0344,Refinery,0.023211731499337057,Persistent Industrial Source,90,High
32.20845,76.37997,337.46,84,2026-07-02,323,4.7,1,False,337.46,84.0,4.7,Jalandhar Industrial Site 0142,Steel Plant,78.3745079876816,Other Thermal Anomaly,15,Low
19.56097,73.05909,380.19,100,2026-01-29,1243,95.45,3,True,398.09,98.33333333333333,208.1,Thane Industrial Site 0189,Manufacturing Unit,0.04023371748511469,Persistent Industrial Source,90,High
19.23677,72.65508,306.99,57,2026-02-24,2311,10.87,1,False,306.99,57.0,10.87,Mumbai Industrial Site 0770,Industrial Estate,9.623777566968135,Other Thermal Anomaly,0,Low
23.22654,84.99208,313.63,65,2026-09-10,1949,2.2,1,False,313.63,65.0,2.2,Ranchi Industrial Site 0739,Manufacturing Unit,1.8052354699291453,Other Thermal Anomaly,10,Low
18.91522,72.71104,405.63,94,2026-09-10,540,41.47,4,True,396.17,95.25,226.06,Thane Industrial Site 0093,Cement Plant,0.06911829573903021,Persistent Industrial Source,90,High
19.91901,73.83508,378.22,95,2026-04-19,812,27.23,1,False,378.22,95.0,27.23,Nashik Industrial Site 0043,Cement Plant,0.049121711202663426,High Intensity Fire,70,Medium
23.196,85.30514,402.32,99,2026-04-16,1940,37.84,1,False,402.32,99.0,37.84,Ranchi Industrial Site 0355,Chemical Plant,0.05701080646523955,High Intensity Fire,70,Medium
20.23282,85.97219,405.43,100,2026-04-06,2150,112.14,2,False,388.865,99.5,188.13,Bhubaneswar Industrial Site 0261,Power Plant,0.05635114581797601,High Intensity Fire,70,Medium
26.5217,72.96162,366.81,82,2026-08-02,1165,72.26,1,False,366.81,82.0,72.26,Jodhpur Industrial Site 0462,Steel Plant,17.351205562073137,High Intensity Fire,30,Low
23.03989,77.57424,400.53,94,2026-07-03,786,101.28,3,True,395.48,94.0,251.29000000000002,Bhopal Industrial Site 0301,Power Plant,0.061778569386198766,Persistent Industrial Source,90,High
27.24541,79.21908,330.91,84,2026-03-27,987,18.32,1,False,330.91,84.0,18.32,Agra Industrial Site 1002,Steel Plant,84.58662545505061,Other Thermal Anomaly,15,Low
26.4881,80.34601,389.0,93,2026-06-11,493,85.23,3,True,392.1333333333334,92.33333333333333,232.67000000000002,Kanpur Industrial Site 0011,Power Plant,0.034556986667790744,Persistent Industrial Source,90,High
16.401,79.60586,339.28,88,2026-07-05,41,19.9,1,False,339.28,88.0,19.9,Vijayawada Industrial Site 0215,Chemical Plant,77.09775625927956,Other Thermal Anomaly,15,Low
22.35756,71.10266,329.45,69,2026-08-18,397,17.0,1,False,329.45,69.0,17.0,Rajkot Industrial Site 1170,Industrial Estate,6.133178639448424,Other Thermal Anomaly,0,Low
21.16619,72.58902,396.96,99,2026-03-06,552,70.23,2,False,403.085,97.5,153.79000000000002,Surat Industrial Site 0304,Refinery,0.05008527457777656,High Intensity Fire,70,Medium
19.19875,74.78922,333.28,92,2026-08-08,1640,11.73,3,True,328.72666666666663,88.33333333333333,37.59,Aurangabad Industrial Site 0812,Steel Plant,58.1003687618314,Persistent Non-Industrial Thermal Source,45,Low
